Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
"Horse Butte Wind I, LLC",43.386389,-111.726389,0.31638,57.6,ID,Bonneville Power Administration
Horse Creek Wind Farm,33.35,-99.54,0.43848,230,TX,"Electric Reliability Council of Texas, Inc."
Horse Hollow Wind Energy Center,32.214024,-100.05712,0.37873,735.5,TX,"Electric Reliability Council of Texas, Inc."
"Horse Thief Wind Project, LLC",45.223629,-108.745184,,80,MT,PacifiCorp - East
Horseshoe Bend Wind LLC,45.58555,-120.008249,0.25801,290,OR,Bonneville Power Administration
Horseshoe Bend Wind Park,47.4983,-111.4392,0.28147,9,MT,NorthWestern Energy (NWMT)
Howard Wind Farm,42.315278,-77.538333,0.23979,59.5,NY,New York Independent System Operator
Hueco Mountain Wind Ranch,31.7158,-105.9908,,1.3,TX,El Paso Electric Company
Huerfano River Wind,37.772222,-104.832222,0.24408,8,CO,Western Area Power Administration - Rocky Mountain Region
Hull Wind II,42.261111,-70.856389,0.31215,1.8,MA,ISO New England Inc.
Icebreaker Offshore Wind Farm,41.605833,-81.805833,,20.4,OH,"PJM Interconnection, LLC"
Ida Grove II,42.326854,-95.458818,,201,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Ida Grove Wind,42.355721,-95.42038,0.25954,496.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Inadale Wind Farm LLC,32.4969,-100.5797,0.29074,206.9,TX,"Electric Reliability Council of Texas, Inc."
Intrepid,42.5539,-95.3283,0.31758,175.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Iowa Distributed Wind Generation Project,43.034722,-94.140556,0.20191,2.3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Iowa Lakes Community College Wind Farm,43.385347,-94.815655,0.39155,1,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Iowa Lakes Superior Wind Farm,43.445,-94.980278,0.39254,10.5,IA,Southwest Power Pool
Ipswich Wind Independence,42.717222,-70.846389,0.16084,2,MA,ISO New England Inc.
Ipswich Wind Turbine,42.716389,-70.841944,0.28382,1.6,MA,ISO New England Inc.
Ironwood Wind,37.81828,-99.7754,0.42215,167.9,KS,Southwest Power Pool
Ivester Wind Farm,42.33327,-92.946436,0.01204,90.8,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Jack River LLC,44.4233,-96.4411,0.25373,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Javelina Wind Energy II, LLC",27.44,-98.91,0.4556,200,TX,"Electric Reliability Council of Texas, Inc."
"Javelina Wind Energy, LLC",27.32,-99,0.44001,249.7,TX,"Electric Reliability Council of Texas, Inc."
Jawbone Wind Project,46.508056,-109.727778,,80,MT,NorthWestern Energy (NWMT)
Jeffers Wind 20 LLC,44.057778,-95.2525,0.02886,50,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Jericho Power,44.466944,-71.225,0.20394,14.3,NH,ISO New England Inc.
Jericho Rise Wind Farm LLC,44.888889,-74.103333,0.33063,77.7,NY,New York Independent System Operator
Jersey-Atlantic Wind Farm,39.382222,-74.4475,0.32665,7.5,NJ,"PJM Interconnection, LLC"
Jessica Mills LLC,44.4278,-96.43,0.23462,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Jett Creek Windfarm (Burnt River),44.425,-117.273889,0.33639,10,OR,Idaho Power Company
Jiminy Peak Wind QF,42.543748,-73.292632,,1.5,MA,ISO New England Inc.
Jordanville Wind Farm,43.5,-75,,80,NY,New York Independent System Operator
Judith Gap Wind Energy Center,46.5725,-109.7531,0.36333,135,MT,NorthWestern Energy (NWMT)
Julia Hills LLC,44.4231,-96.4458,0.23546,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Jumbo Hill Wind Project,32.386,-102.949,,160.7,TX,"Electric Reliability Council of Texas, Inc."
Junction Hilltop Wind Farm,42.098889,-94.269167,0.31433,8,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Juniper Canyon I Wind Project,45.9215,-120.2355,0.25297,151.2,WA,Avangrid Renewables LLC
K&D Energy LLC,43.6181,-95.4172,0.35639,4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Kaheawa Pastures Wind Farm,20.81421,-156.551,0.38658,30,HI,Hawaii Miscellaneous
Kaheawa Wind Power II LLC,20.79467,-156.536,0.23598,31,HI,Hawaii Miscellaneous
Kahuku Wind Power LLC,21.68097,-157.975,0.18986,45,HI,Hawaiian Electric Co Inc
Kamaoa Wind Farm,18.992222,-155.668056,,9.2,HI,Hawaii Miscellaneous
Karankawa Wind LLC,28.109303,-97.750481,,200,TX,"Electric Reliability Council of Texas, Inc."
Karen Avenue Wind Farm,33.92194,-116.56222,0.30468,11.7,CA,California Independent System Operator
Kas Brothers Windfarm,44.0119,-96.1125,0.25251,1.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Kawailoa Wind,21.610278,-158.040833,0.20813,69,HI,Hawaiian Electric Co Inc
"Kay Wind, LLC",36.984167,-97.133611,0.38675,299,OK,Southwestern Power Administration
K-Brink Windfarm LLC,44.0197,-96.1183,0.32523,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
KC Energy LLC,43.6292,-95.4169,0.34141,4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Keechi Wind,33.143056,-98.161111,0.44157,110,TX,"Electric Reliability Council of Texas, Inc."
Keenan II Renewable Energy Co LLC,36.276111,-99.490833,0.43408,151.8,OK,Southwest Power Pool
Kelly Creek Wind Project,40.9675,-88.1975,0.38453,184,IL,"PJM Interconnection, LLC"
Kibby Wind Facility,45.3853,-70.5258,0.25106,132,ME,ISO New England Inc.
Kimball Wind,41.2736,-103.6983,0.16646,40.5,NE,Western Area Power Administration - Rocky Mountain Region
King Mountain Wind Ranch 1,31.2092,-102.2417,0.12843,278,TX,"Electric Reliability Council of Texas, Inc."
Kingdom Community Wind,44.748333,-72.425278,0.2819,65,VT,ISO New England Inc.
Kingfisher Wind LLC,35.770278,-97.799722,0.41857,298,OK,Southwest Power Pool
Kingman 1,35.145833,-114.0675,0.26587,10.5,AZ,Arizona Public Service Company
Kingman Wind,37.586714,-98.579264,0.4577,214.8,KS,Southwest Power Pool
Kings Point Wind Energy Center,37.321403,-94.101545,,149.4,MO,Southwest Power Pool
Kingston Wind Independence,41.978889,-70.715833,0.11701,2,MA,ISO New England Inc.
Kirkwood Wind Turbine,41.916558,-91.650897,0.13804,2.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Kit Carson Windpower,39.3383,-102.3533,0.39971,51,CO,Western Area Power Administration - Rocky Mountain Region
Klondike Wind Power,45.5563,-120.5507,0.2122,24.5,OR,Avangrid Renewables LLC
Klondike Windpower II,45.571,-120.593,0.29188,75,OR,Avangrid Renewables LLC
Klondike Windpower III,45.5836,-120.5042,0.27781,297.5,OR,Avangrid Renewables LLC
KODE Novus I,36.543889,-101.393611,0.01228,80,OK,Southwest Power Pool
KODE Novus II,36.548958,-101.495936,0.02456,40,OK,Southwest Power Pool
Kossuth,42.994681,-94.128733,,150.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
KSS Turbines LLC,43.6247,-95.4314,0.3018,4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Kumeyaay Wind,32.705556,-116.3425,0.35538,50,CA,California Independent System Operator
La Joya NM,34.81,-105.74,,166,NM,Public Service Company of New Mexico
LafargeHolcim - Paulding Wind Project,41.192377,-84.61256,,4.5,OH,"PJM Interconnection, LLC"
Lake Benton I,44.2917,-96.375,0.22385,107.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lake Benton II,44.129369,-96.116971,0.15205,103.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Lake Region Community Hybrid, LLC",46.505052,-96.157281,0.00017,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lake Winds Energy Park,43.871944,-86.334722,0.27532,100.8,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Lakefield Wind Project LLC,43.675,-95.156666,0.34239,205.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lakeswind Power Partners,46.718056,-96.211944,0.33868,51.8,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lakota Ridge LLC,44.39956,-96.428367,0.20078,11.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lakota Wind Wind Farm,43.3839,-94.1475,0.3736,10.5,IA,Southwest Power Pool
Lalamilo Windfarm,20.023333,-155.746667,,2.2,HI,Hawaii Miscellaneous
Lamar Plant,38.033327,-102.537915,0.01899,63.7,CO,Public Service Company of Colorado
Lancaster Wind Farm Project,42.353889,-89.587777,,70,IL,"PJM Interconnection, LLC"
"Langdon Renewables, LLC",48.63,-98.315,0.53564,118.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
Langdon Wind Energy Center,48.6303,-98.3169,0.40318,40.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
Langdon Wind II LLC,48.6292,-98.3164,0.38858,40.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
Langford Wind Power,31.085435,-100.67882,0.3808,150,TX,"Electric Reliability Council of Texas, Inc."
Laredo Ridge Wind LLC,41.880278,-98.023889,0.43867,79.9,NE,Southwest Power Pool
Latigo Wind Park,37.886706,-109.36839,0.28539,62.1,UT,PacifiCorp - East
Laurel Hill Wind,41.5323,-77.0296,0.27835,69,PA,"PJM Interconnection, LLC"
Laurel Mountain,39.0072,-79.8866,0.2405,113.6,WV,"PJM Interconnection, LLC"
Laurel Wind Farm,41.883333,-92.933333,0.31962,119.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
LE Wind Turbine 1,41.584444,-81.525555,0.22406,2.5,OH,"PJM Interconnection, LLC"
Leaning Juniper,45.652457,-120.209783,0.22907,100.5,OR,PacifiCorp - West
Leaning Juniper Wind Power II,45.651,-120.2598,0.22541,201,OR,Avangrid Renewables LLC
Lempster Wind LLC,43.233,-72.1455,0.29318,24,NH,ISO New England Inc.
Leonardo Wind 1 LLC,42.498056,-93.367778,0.24981,3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Lightolier Wind I Turbine,41.745556,-71.117222,0.17038,2,MA,ISO New England Inc.
Lime Wind,44.396944,-117.271944,0.2312,3,OR,Idaho Power Company
Limon III Wind LLC,39.353333,-103.474167,0.45458,200.6,CO,Public Service Company of Colorado
Limon Wind I,39.380975,-103.573236,0.40601,200,CO,Public Service Company of Colorado
Limon Wind II,39.341389,-103.581111,0.34392,200,CO,Public Service Company of Colorado
Lincoln Land Wind,39.821944,-89.955833,,30,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Lincoln Turbines,44.6108,-87.5586,0.06704,9.2,WI,"Midcontinent Independent Transmission System Operator, Inc.."
"Lindahl Wind Project, LLC",48.533,-102.933,0.42578,150,ND,Southwest Power Pool
Linden Wind Energy Project,45.744171,-120.783568,0.31862,50,WA,Bonneville Power Administration
Little Elk Wind Project LLC,35.194722,-98.907222,0.51385,74,OK,Southwest Power Pool
Little Pringle I Wind Farm,35.964272,-101.540238,0,10,TX,Southwest Power Pool
Little Pringle II Wind Farm,35.924858,-101.541363,0,10,TX,Southwest Power Pool
Live Oak Wind Project,31.048557,-100.623114,,199.5,TX,"Electric Reliability Council of Texas, Inc."
Llano Estacado Wind Ranch,35.28375,-101.14812,0.16217,80,TX,Southwest Power Pool
Lockett Windfarm,34.072251,-99.264676,,183.8,TX,"Electric Reliability Council of Texas, Inc."
Locust Ridge,40.855,-76.1292,0.32168,26,PA,"PJM Interconnection, LLC"
Locust Ridge II LLC,40.8411,-76.1547,0.24372,102,PA,"PJM Interconnection, LLC"
Loess Hills,40.4144,-95.54,0.1955,5,MO,"Associated Electric Cooperative, Inc."
Logan Wind Energy,40.941,-103.259,0.28048,201,CO,Public Service Company of Colorado
Logans Gap Wind LLC,31.8225,-98.690556,0.3898,200.1,TX,"Electric Reliability Council of Texas, Inc."
Longhorn Wind,34.311111,-101.251111,0.44868,200,TX,"Electric Reliability Council of Texas, Inc."
Lookout Windpower LLC,39.8794,-78.9183,0.32583,37.8,PA,"PJM Interconnection, LLC"
Loraine Windpark Project LLC,32.4375,-100.7444,0.31866,150,TX,"Electric Reliability Council of Texas, Inc."
Lorenzo Wind,33.699167,-101.524722,0.11375,80,TX,Southwest Power Pool
Los Vientos V Wind Power,26.411689,-98.571554,0.38361,110,TX,"Electric Reliability Council of Texas, Inc."
Los Vientos Wind 1A,26.33072,-97.5857,0.35699,200,TX,"Electric Reliability Council of Texas, Inc."
Los Vientos Wind 1B,26.34892,-97.6668,0.3162,201.6,TX,"Electric Reliability Council of Texas, Inc."
Los Vientos Windpower III,26.388611,-98.806111,0.39939,200,TX,"Electric Reliability Council of Texas, Inc."
Los Vientos Windpower IV,26.380556,-98.818333,0.41584,200,TX,"Electric Reliability Council of Texas, Inc."
Lost Creek Wind Energy Facility,39.981389,-94.518056,0.2989,150,MO,"Associated Electric Cooperative, Inc."
Lost Lakes Wind Farm LLC,43.3456,-95.3233,0.35778,100,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Lower Snake River Wind Energy Project,46.524167,-117.821666,0.27751,342.7,WA,Bonneville Power Administration
Lubbock Wind Ranch,33.5697,-101.7653,0,7.5,TX,Southwest Power Pool
Lucky Wind,44.0211,-96.4406,0.31614,1.7,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Lund Hill,45.888,-120.355,,60,WA,Bonneville Power Administration
Lundgren Wind Project,42.334722,-94.170833,0.36201,251,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Luther College Wind Project,43.326944,-91.810833,0.22225,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Luverne Wind Farm,47.3272,-97.8975,0.40949,49.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
MA Military Reservation Wind Project,41.6647,-70.5942,0.26185,4.5,MA,ISO New England Inc.
Macho Springs Power I,32.55434,-107.50929,0.28668,50.4,NM,El Paso Electric Company
Macksburg Wind Project,41.209167,-94.103611,0.32525,119.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Madison Windpower LLC,42.894722,-75.451666,0.18387,11.5,NY,New York Independent System Operator
Magic Valley Wind Farm I LLC,26.475278,-97.691111,0.38922,203,TX,"Electric Reliability Council of Texas, Inc."
Magic Valley Wind Farm III LLC,26.49,-97.81,,200,TX,"Electric Reliability Council of Texas, Inc."
Mainline Windfarm,43.04835,-115.412886,0.28601,23,ID,Idaho Power Company
Majestic 1 Wind Farm,35.3919,-101.53,0.4679,79.5,TX,Southwest Power Pool
Majestic 2 Wind Farm,35.392222,-101.585833,,79.2,TX,"Electric Reliability Council of Texas, Inc."
Majestic II Wind,35.386038,-101.578572,0.49953,79.6,TX,Southwest Power Pool
Mammoth Plains,35.978889,-98.710278,0.47427,199,OK,Southwest Power Pool
Manzana Wind LLC,34.9349,-118.4612,0.31036,189,CA,California Independent System Operator
Maple Ridge Wind Farm,43.7853,-75.5753,0.26221,322,NY,New York Independent System Operator
Marble River Wind Farm,44.975833,-73.929722,0.25848,215,NY,New York Independent System Operator
Marengo Wind Plant,46.3747,-117.7772,0.27149,210.6,WA,PacifiCorp - West
Mariah del Norte,34.6675,-102.577778,0.43838,230.4,TX,"Electric Reliability Council of Texas, Inc."
Mariah East,34.694444,-102.671667,,152.5,TX,"Electric Reliability Council of Texas, Inc."
Mariah South,34.581389,-102.569722,,210.4,TX,"Electric Reliability Council of Texas, Inc."
Mars Hill Wind Farm Project,46.54422,-67.8111,0.38256,42,ME,New Brunswick System Operator
Marsh Hill Wind Farm,42.163889,-77.528889,0.31995,16.2,NY,New York Independent System Operator
Marshall Wind 1 LLC,44.3253,-95.8142,0.35524,2.1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind 2 LLC,44.3236,-95.8222,0.33293,4.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind 3 LLC,44.3211,-95.7942,0.36133,4.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind 4 LLC,44.3361,-95.8242,0.33173,4.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind 5 LLC,44.3303,-95.8344,0.3466,2.1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind 6 LLC,44.3308,-95.8297,0.35274,2.1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Marshall Wind Farm,39.701111,-96.360833,0.4469,73.8,KS,Southwest Power Pool
Martinsdale Wind Farm,46.504479,-110.21987,,80,MT,NorthWestern Energy (NWMT)
Maryneal Windpower,32.199366,-100.491908,,182.4,TX,"Electric Reliability Council of Texas, Inc."
Mason Dixon Wind Farm,39.793761,-78.85947,,79.9,PA,"PJM Interconnection, LLC"
Maverick Creek Wind,31.262546,-99.843961,,524.4,TX,No balancing authority
McAdoo Wind Energy LLC,33.752201,-100.967402,0.43484,150,TX,"Electric Reliability Council of Texas, Inc."
McFadden Ridge,41.7244,-105.9906,0.40184,28.5,WY,PacifiCorp - East
McKinley Wind Park,43.871944,-83.241388,0.4114,14.4,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Meadow Creek Project Company,43.524429,-111.803921,0.2332,119.7,ID,PacifiCorp - East
Meadow Lake Wind Farm II LLC,40.6431,-87.0242,0.27172,99,IN,"PJM Interconnection, LLC"
Meadow Lake Wind Farm III LLC,40.5986,-87.0194,0.26837,103.5,IN,"PJM Interconnection, LLC"
Meadow Lake Wind Farm IV,40.6778,-87.0328,0.22215,98.7,IN,"PJM Interconnection, LLC"
Meadow Lake Wind Farm LLC,40.6275,-86.935,0.25542,199.7,IN,"PJM Interconnection, LLC"
Meadow Lake Wind Farm V LLC,40.716111,-87.021111,0.36862,100,IN,"PJM Interconnection, LLC"
Meadow Lake Wind Farm VI LLC,40.692552,-87.127011,0.02766,200.4,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Meadow Ridge,41.39,-94.445833,0.34268,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Medicine Bow,41.835278,-106.242778,0.1971,10.1,WY,Western Area Power Administration UGP West
Mehoopany Wind Energy LLC,41.420556,-76.049167,0.30039,140.8,PA,"PJM Interconnection, LLC"
"Mendota Hills, LLC",41.7194,-89.0492,0.04549,76.3,IL,"PJM Interconnection, LLC"
Merricourt Wind Project,46.099217,-98.586281,,150,ND,"Midcontinent Independent Transmission System Operator, Inc.."
Mesa Wind Power Corp,33.9461,-116.6769,0.0193,29.9,CA,California Independent System Operator
Mesalands Comm College Wind Turbine,35.17,-103.74,0.22686,1.5,NM,Southwest Power Pool
Mesquite Creek Wind,32.7,-101.741111,0.41032,211.2,TX,"Electric Reliability Council of Texas, Inc."
Mesquite Star,32.255978,-100.320309,,418.9,TX,"Electric Reliability Council of Texas, Inc."
Mesquite Wind Power LLC,32.6256,-99.4928,0.28134,200,TX,"Electric Reliability Council of Texas, Inc."
Mesteno,26.523692,-98.745522,,201.6,TX,"Electric Reliability Council of Texas, Inc."
"Meyersdale Windpower, LLC",39.790739,-79.002047,0.29697,30,PA,"PJM Interconnection, LLC"
Miami Wind Energy Center,35.653889,-100.538611,0.44948,288.6,TX,"Electric Reliability Council of Texas, Inc."
Michelangelo Wind 1 LLC,41.881,-93.623056,0.19726,3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Michelangelo Wind 3 LLC,42.019,-93.514,0.19726,3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Michelangelo Wind 4 LLC,41.978,-93.700556,0.3382,3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Michigan Wind 1,43.7092,-82.9633,0.26203,69,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Michigan Wind 2,43.663056,-82.746944,0.42074,90,MI,"Midcontinent Independent Transmission System Operator, Inc.."
"Midway Wind, LLC",27.954976,-97.300202,,162.9,TX,"Electric Reliability Council of Texas, Inc."
Milford Wind Corridor I LLC,38.53569,-112.935,0.22122,203.5,UT,Los Angeles Department of Water and Power
Milford Wind Corridor Phase III,38.396944,-113.010833,,100,UT,PacifiCorp - East
Milford Wind Corridor Stage II LLC,38.58523,-112.931,0.22059,102,UT,Los Angeles Department of Water and Power
Mill Run Windpower LLC,39.913408,-79.393644,0.25957,15,PA,"PJM Interconnection, LLC"
Milligan III Wind Farm,40.500672,-97.198089,,73.4,NE,Southwest Power Pool
Milner Dam Wind Park LLC,42.460629,-114.017297,0.33141,19.5,ID,Idaho Power Company
Milo Wind Project LLC,33.901781,-103.34675,0.47724,50,NM,Southwest Power Pool
"Minco Wind I, LLC",35.280278,-97.975556,0.35198,99.2,OK,Southwest Power Pool
"Minco Wind II, LLC",35.325278,-98.071389,0.3973,100.8,OK,Southwest Power Pool
"Minco Wind III, LLC",35.372359,-98.182731,0.48726,100.8,OK,Southwest Power Pool
"Minco Wind IV, LLC",35.381047,-98.269562,0.03905,130,OK,Southwest Power Pool
"Minco Wind V, LLC",35.477561,-98.445412,,220,OK,Southwest Power Pool
Minden Wind Park,43.67,-82.758611,0.38668,32,MI,"Midcontinent Independent Transmission System Operator, Inc.."
MinnDakota Wind LLC,44.2667,-96.3444,0.37526,150,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Minnesota Breeze LLC,43.5833,-95.7781,0.25395,1.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Minonk Wind Farm,40.888611,-88.997222,0.34897,200,IL,"PJM Interconnection, LLC"
Minot Wind Project,48.021271,-101.280517,0.3251,7.1,ND,Southwest Power Pool
Minwind,43.5564,-96.303611,0.23143,3.8,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Minwind 3-9,43.6383,-96.391944,0.22558,11.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Mojave 16,35.045,-118.2642,0.14868,48,CA,California Independent System Operator
Mojave 18,35.046,-118.2757,0.16446,40.5,CA,California Independent System Operator
Mojave 3,35.068,-118.2898,0.28763,23.5,CA,California Independent System Operator
Mojave 4,35.0506,-118.2572,0.24756,29,CA,California Independent System Operator
Mojave 5,35.076,-118.2487,0.28212,22.5,CA,California Independent System Operator
Montague Wind Power Facility LLC,45.5857,-120.0904,,200,OR,Avangrid Renewables LLC
Montezuma Wind II,38.116667,-121.821944,0.32157,78.2,CA,California Independent System Operator
Montfort Wind Energy Center,42.9625,-90.386667,0.15172,30,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Monument Road,40.2341,-97.5203,,66,NE,Southwest Power Pool
Moorhead Wind Turbine,46.895,-96.7347,0.12459,1.4,MN,Southwest Power Pool
Moraine II Wind LLC,44.1238,-96.0784,0.37972,49.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Moraine Wind LLC,44.0667,-96.0667,0.31875,51,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Morning Light Wind Farm,41.454241,-94.575056,0.35251,101.2,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Moulton Wind Power,43.9204,-95.955885,0.20314,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Mountain Breeze Wind, LLC",40.960618,-104.003174,,170,CO,Public Service Company of Colorado
Mountain Home,43.0272,-115.4656,0.20749,21,ID,Idaho Power Company
Mountain Lake,43.9405,-94.9434,0.03746,9.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Mountain View I&2,33.9211,-116.5642,0.3385,66.6,CA,California Independent System Operator
Mountain View III,33.9141,-116.5914,0.35141,22.4,CA,California Independent System Operator
Mountain View IV,33.8816,-116.5527,0.40042,49,CA,California Independent System Operator
Mountain Wind Power II LLC,41.263889,-110.544444,0.0081,80,WY,PacifiCorp - East
Mountain Wind Power LLC,41.288056,-110.480741,0.0081,61,WY,PacifiCorp - East
Mountaineer Wind Energy Center,39.1828,-79.5372,0.25336,66,WV,"PJM Interconnection, LLC"
Mower County Wind Energy Center,43.61407,-92.59882,0.30254,98.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Mt Wachusett Community College,42.588583,-71.984194,0.15408,3.4,MA,ISO New England Inc.
"Mud Springs Wind Project, LLC",45.114387,-108.663391,,80,MT,PacifiCorp - East
Munnsville Wind Farm LLC,42.9086,-75.5697,0.19193,34.5,NY,New York Independent System Operator
Musselshell Wind Project,46.275278,-109.482778,0.20787,10,MT,NorthWestern Energy (NWMT)
Musselshell Wind Project Two LLC,46.275278,-109.482778,0.25571,10,MT,NorthWestern Energy (NWMT)
Mustang Hills LLC,35.030855,-118.293188,0.23096,150,CA,California Independent System Operator
Na Pua Makani Wind Project,21.666944,-157.97,,25,HI,Hawaiian Electric Co Inc
NaturEner Glacier Wind Energy 1,48.51,-112.1097,0.27883,106.5,MT,"NaturEner Power Watch, LLC (GWA)"
NaturEner Glacier Wind Energy 2,48.5333,-112.1847,0.27376,103.5,MT,"NaturEner Power Watch, LLC (GWA)"
NaturEner Rim Rock Energy,48.820278,-112.103333,0.37939,189,MT,"NaturEner Wind Watch, LLC"
NBC Field's Point Wind Farm,41.79413,-71.38919,0.18833,4.5,RI,ISO New England Inc.
NedPower Mount Storm,39.2175,-79.2094,0.26434,264,WV,"PJM Interconnection, LLC"
Neosho Ridge Wind Energy Center,37.485357,-95.37673,,301,KS,Southwest Power Pool
New Colony Wind Project,46.494,-110.264,,23.1,MT,NorthWestern Energy (NWMT)
New Creek Wind,39.200639,-79.140639,0.35082,103,WV,"PJM Interconnection, LLC"
New England Wind LLC,42.7297,-73.0236,0.30973,28.5,MA,ISO New England Inc.
New Frontier Wind,47.861531,-100.947664,0.03134,100,ND,"Midcontinent Independent Transmission System Operator, Inc.."
New Harvest Wind Project LLC,42.159722,-95.439722,0.30779,100,IA,"Midcontinent Independent Transmission System Operator, Inc.."
New Mexico Wind Energy Center,34.63566,-104.04733,0.27147,204,NM,Public Service Company of New Mexico
"NextEra-Blackwell Wind, LLC",36.846667,-97.4175,0.42185,59.8,OK,Southwest Power Pool
Nine Canyon,46.0958,-119.0964,0.28307,95.9,WA,Bonneville Power Administration
"Ninnescah Wind Energy, LLC",37.586714,-98.579264,0.4765,208.3,KS,Southwest Power Pool
NLMU Wind,40.955,-91.394444,0.29498,1.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Noble Altona Windpark LLC,44.8216,-73.6509,0.19727,97.5,NY,New York Independent System Operator
Noble Bellmont Windpark LLC,44.890833,-73.985833,,21,NY,New York Independent System Operator
Noble Bliss Windpark LLC,42.5367,-78.3047,0.21889,100.5,NY,New York Independent System Operator
Noble Chateaugay Windpark LLC,44.8917,-74.0299,0.20454,106.5,NY,New York Independent System Operator
Noble Clinton Windpark LLC,44.8914,-74.0061,0.16678,100.5,NY,New York Independent System Operator
Noble Ellenburg Windpark LLC,44.8914,-74.0061,0.20277,81,NY,New York Independent System Operator
Noble Ridge LLC,43.754739,-95.853447,0.18508,1.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Noble Wethersfield Windpark LLC,42.6697,-78.2278,0.23307,126,NY,New York Independent System Operator
Nobles 2 Wind Project,43.789636,-95.852766,,250,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Nobles Wind Project,43.7036,-95.7131,0.36984,201,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Nolin Hills Wind, LLC",45.55455,-119.11434,,350,OR,Bonneville Power Administration
North Allegheny Windpower Project,40.4381,-78.5436,0.24862,70,PA,"PJM Interconnection, LLC"
North English,41.642776,-92.499064,0.03285,200,IA,"Midcontinent Independent Transmission System Operator, Inc.."
North English II,41.617316,-92.405275,,140,IA,"Midcontinent Independent Transmission System Operator, Inc.."
North Fork Ridge Wind Energy Center,37.453778,-94.483363,,149.4,MO,Southwest Power Pool
North Hurlburt Wind LLC,45.731611,-120.083466,0.24493,265,OR,Bonneville Power Administration
North Sky River Energy LLC,35.347778,-118.186389,0.32069,162,CA,California Independent System Operator
