Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
Methuen Landfill,42.744722,-71.175,0.13962,1.3,MA,ISO New England Inc.
Metro Support Services Center Solar,34.0578,-118.229722,0.14165,1.2,CA,Los Angeles Department of Water and Power
MF Mesa Lane LLC,40.1483,-74.7772,0.12264,3,PA,"PJM Interconnection, LLC"
MHG Wallingford,43.476875,-72.982687,,2.2,VT,ISO New England Inc.
Miami Dade Solar Energy Center,25.64,-80.49,,74.5,FL,Florida Power & Light Company
Michael Solar,45.667472,-94.708334,0.26762,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Middle Daisy,32.978636,-103.371284,0.31192,5,NM,Southwest Power Pool
Middlebury Solar,41.6972,-85.6875,0.17412,1.5,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Middlesex Apple Orchard Solar,40.426389,-74.492222,0.17089,4.7,NJ,"PJM Interconnection, LLC"
Middleton Airport Solar,43.11626,-89.53245,,5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Middleton Solar,34.336522,-80.078408,,2,SC,Duke Energy Progress East
Midway Solar - TX,30.995503,-102.223537,0.0059,182,TX,"Electric Reliability Council of Texas, Inc."
Midway Solar Farm 1,33.176627,-115.572788,0.32156,50,CA,Imperial Irrigation District
Midway Solar Farm II,33.162056,-115.531694,0.33022,30,CA,Imperial Irrigation District
Midway Solar Farm III,33.154761,-115.544918,0.06785,20,CA,Imperial Irrigation District
Midwest Energy Community Solar Array,39.406944,-101.039444,0.23071,1,KS,Southwest Power Pool
Mile Farm,36.230561,-78.949586,0.19285,5,NC,Duke Energy Progress East
Milford 2,38.388243,-112.990812,0.27409,3,UT,PacifiCorp - East
Milford Flat Solar Plant,38.291389,-113.008333,0.23946,3,UT,PacifiCorp - East
Milford Solar 1,38.490667,-113.018283,,99,UT,PacifiCorp - East
Milford Solar Farm,38.923056,-75.453333,0.18122,11.8,DE,"PJM Interconnection, LLC"
Milford Solar Farm (NJ) LLC,40.614955,-75.156486,,7.5,NJ,"PJM Interconnection, LLC"
Milhurst Solar,40.254975,-74.380834,,1.3,NJ,"PJM Interconnection, LLC"
Mililani South Solar Farm,21.46,-157.9603,,5,HI,Hawaiian Electric Co Inc
Mill Creek Solar,40.031388,-74.824722,0.16347,3.5,NJ,"PJM Interconnection, LLC"
Mill Creek Solar (OR),45.16964,-123.13633,0.19614,2.2,OR,Portland General Electric Company
"Mill Pond Solar Farm, LLC",34.307121,-78.701463,0.1874,5,NC,Duke Energy Progress East
"Mill Pond Solar, LLC",35.829426,-76.790764,,5,NC,"PJM Interconnection, LLC"
MILL SOLAR 1,35.575,-80.821,0.10135,1.4,NC,Duke Energy Carolinas
Millbrook School,41.84581,-73.619485,0.14791,1.4,NY,New York Independent System Operator
Millbury Solar,42.164722,-71.795,0.1645,3,MA,ISO New England Inc.
Millikan Farm,35.81771,-79.771085,0.21489,5,NC,Duke Energy Carolinas
Millington Solar Farm,35.351533,-89.854725,0.00006,53,TN,Tennessee Valley Authority
Mills Anson Farm,34.968056,-79.935844,0.19811,5,NC,Duke Energy Progress East
Millville City Sewer Auth WTP,39.376389,-75.033056,0.15516,1.3,NJ,"PJM Interconnection, LLC"
Milo Solar,36.148889,-79.348889,0.20057,3,NC,Duke Energy Carolinas
Minisink Community Solar 2 LLC,41.319351,-74.515278,0.00607,2.8,NY,New York Independent System Operator
Minisink Solar 1 LLC,41.321224,-74.514084,0.00647,1.8,NY,New York Independent System Operator
Minnie Solar,35.948056,-79.361944,0.18961,3,NC,Duke Energy Carolinas
Mira Loma,34.013056,-117.5375,0.12481,3,CA,California Independent System Operator
Misae Solar,34.380532,-100.099625,,240,TX,"Electric Reliability Council of Texas, Inc."
Misenheimer Farm,35.468611,-80.293611,0.19292,5,NC,Duke Energy Carolinas
Mission Solar LLC,37.267778,-120.4825,0.20784,1.5,CA,California Independent System Operator
"Mitchell Solar, LLC",34.765,-117.323611,0.30008,1.5,CA,California Independent System Operator
MNCPPC Germantown Solar,39.149037,-77.317948,,1,MD,"PJM Interconnection, LLC"
Moapa Southern Paiute,36.52995,-114.770308,0.28514,250,NV,Nevada Power Company
Mocksville Farm,35.878611,-80.541944,0.1984,5,NC,Duke Energy Progress East
Mocksville Solar,35.833889,-80.574444,0.19072,15.4,NC,Duke Energy Carolinas
Modlin Solar Farm,35.85028,-77.11023,0.21645,4.9,NC,"PJM Interconnection, LLC"
Moffett Solar Project,32.635158,-81.003061,0.23005,71.4,SC,South Carolina Electric & Gas Company
Mohave Electric at Fort Mohave,34.9843,-114.5565,0.31608,14.4,AZ,Western Area Power Administration - Desert Southwest Region
Mojave Solar Project,35.017717,-117.339144,0.24673,280,CA,California Independent System Operator
Moncure Farm LLC,35.568333,-79.0325,0.22409,3,NC,Duke Energy Progress East
Monroe County Sites A & B,43.174071,-77.392234,0.15152,3.4,NY,New York Independent System Operator
"Monroe County Sites C, D, & E",43.31879,-77.740208,0.16769,6,NY,New York Independent System Operator
Monroe Moore Farm,34.971944,-80.601944,0.19986,5,NC,Duke Energy Carolinas
Monroe Solar Facility,34.929945,-80.625615,0.17705,60,NC,Duke Energy Carolinas
Monson Solar,42.124444,-72.3325,0.16956,3,MA,ISO New England Inc.
"Monson Solar, LLC",42.098292,-72.290071,0.17631,2,MA,ISO New England Inc.
Montague Site 36-Grosolar,42.5,-72.5,0.01696,4.1,MA,ISO New England Inc.
Montana Solar Facility,31.813061,-106.218892,0.32028,3,TX,El Paso Electric Company
Monterey Regional Water Pollution Contro,36.721111,-121.787778,0.15868,1,CA,California Independent System Operator
"Montevideo Solar LLC, CSG",44.899475,-95.694192,0,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Montgomery County Correctional Facility,39.237945,-77.293217,0.11473,1.4,MD,"PJM Interconnection, LLC"
Montgomery County Solar,39.113,-77.236,0.07739,1.9,MD,"PJM Interconnection, LLC"
Montgomery Solar LLC,35.344444,-79.768333,0.21803,20,NC,Duke Energy Carolinas
Montgomery Winsted CSG,44.9517,-94.0556,0.18577,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Monticello Project CSG,45.2722,-93.8278,0.00273,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Montrose Solar,45.055628,-93.922807,0.21053,3.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MontSun Community Solar,45.060283,-93.904656,0.18833,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Moody Air Force Base Solar,30.9574,-83.2229,,49.5,GA,"Southern Company Services, Inc. - Trans"
Moore Solar Farm,36.273192,-79.759203,0.18331,5,NC,Duke Energy Carolinas
Moorings Farm,35.305833,-77.829167,0.17694,5,NC,Duke Energy Progress East
Moorings Farm 2,35.305747,-77.828889,0.2166,5,NC,Duke Energy Progress East
"Morada del Sol, LLC",31.146483,-102.268447,,247,TX,"Electric Reliability Council of Texas, Inc."
Morelos del Sol,35.731362,-119.818712,0.29493,15,CA,California Independent System Operator
Morgan Community Solar,44.413186,-94.907619,0.20635,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Morgan Farm, LLC",36.095572,-78.151987,0.21418,5,NC,Duke Energy Carolinas
Morgan Lancaster 1,34.6608,-118.0836,0.29018,1.5,CA,California Independent System Operator
Morgan Solar Center,43.951376,-117.07478,,3,OR,Idaho Power Company
Morgan's Corner,36.421064,-76.364244,0.15903,20,NC,"PJM Interconnection, LLC"
Morgantown Solar Park,40.152069,-75.865916,0.12203,2,PA,"PJM Interconnection, LLC"
Morin Solar 2013 LLC,42.166995,-72.192896,0.17566,4,MA,ISO New England Inc.
Morning View,35.546315,-79.742842,0,2,NC,Duke Energy Progress East
Mount Olive Farm,35.201944,-78.081667,0.21906,5,NC,Duke Energy Progress East
Mount Olive Solar,35.18,-78.098,0.21153,2,NC,Duke Energy Progress East
Mount Saint Mary's,39.675,-77.345,0.1637,13.7,MD,"PJM Interconnection, LLC"
Mount Signal Solar 2,32.6685,-115.6292,,153.5,CA,California Independent System Operator
Mount Signal Solar Farm V,32.678805,-115.56721,0.03609,252.3,CA,California Independent System Operator
Mount Vernon Solar,33.8388,-83.638,0.21358,1,GA,"Southern Company Services, Inc. - Trans"
Mountain View Solar,36.390556,-114.964444,0.31036,20,NV,Nevada Power Company
Mountain View Solar (FL),28.387144,-82.224408,,55,FL,Tampa Electric Company
MSC-Chisago01 LLC CSG,45.492389,-92.787942,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MSC-Chisago02 LLC,45.48776,-92.775487,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"MSC-Empire01, LLC",44.67413,-93.11627,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MSC-GreyCloud01 Community Solar,44.802017,-92.996879,0,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MSC-Rice01 LLC CSG,44.239015,-93.392662,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MSC-Scandia01 CSG,45.289314,-92.884717,0,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
MSC-Scott01 LLC,44.669475,-93.504197,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Mt Olive Farm 2,35.218056,-78.069722,0.20171,5,NC,Duke Energy Progress East
Mt Olive Solar 1,35.181111,-78.096944,0.19155,5,NC,Duke Energy Progress East
"Mt. Home Solar 1, LLC",43.129,-115.752,0.27011,20,ID,Idaho Power Company
Mt. Hope DPC Solar,42.97498,-90.8318,0.22842,1,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Mt. Jackson Solar,38.739621,-78.660158,,15.7,VA,"PJM Interconnection, LLC"
Mt. Tom Solar Project,42.2686,-72.603,0.08682,7.6,MA,ISO New England Inc.
Mulberry Farm LLC,35.131944,-88.586667,0.18412,15.8,TN,Tennessee Valley Authority
Munich Re Plaza,40.350341,-74.59268,0.10987,2.4,NJ,"PJM Interconnection, LLC"
Munro Valley Solar,36.2647,-117.9955,0.3024,4,CA,California Independent System Operator
Murdock Solar,35.6633,-78.5206,0.20091,4,NC,Duke Energy Progress East
"Murphy Farm Power, LLC",34.999167,-84.157254,0.1379,1,NC,Duke Energy Carolinas
Murphy Flat Solar,43.213,-116.439,0.26116,20,ID,Idaho Power Company
Murray Hill Solar,40.684444,-74.404444,0.17169,1,NJ,"PJM Interconnection, LLC"
Muscle Shoals,34.76973,-87.90454,,227,AL,Tennessee Valley Authority
Muscogee Public Works,32.49375,-84.861326,,1.5,GA,"Southern Company Services, Inc. - Trans"
Musgrave East Solar Farm,42.731496,-76.663665,0.177,2,NY,New York Independent System Operator
Musgrave West Solar Farm,42.731496,-76.663665,0.1786,2,NY,New York Independent System Operator
Music City Community Solar,36.248832,-86.746776,0.06835,1.6,TN,Tennessee Valley Authority
Mustang Solar,35.415572,-79.563367,0.10247,5,NC,Duke Energy Progress East
Mustang Two,36.216806,-119.896389,,150,CA,California Independent System Operator
Napoleon Solar I,41.388431,-84.095841,0.16714,8,OH,"PJM Interconnection, LLC"
Nash 58 Farm,36.047222,-78.030833,0.19715,5,NC,Duke Energy Progress East
Nash 64 Farm,35.949444,-78.0925,0.16747,5,NC,Duke Energy Progress East
"Nash 97 Solar, LLC",35.84927,-78.21152,0.20544,5.2,NC,Duke Energy Carolinas
"Nashville Farms, LLC",36.034354,-78.010611,0.20588,2,NC,Duke Energy Carolinas
Nassau Solar Center,30.50391,-81.88411,,74.5,FL,Florida Power & Light Company
National Raisin,36.624512,-119.673088,0.20548,2.9,CA,California Independent System Operator
Nationals,38.874155,-77.006676,,1,DC,"PJM Interconnection, LLC"
Nautilus Goat Island Solar CSG LLC,41.941786,-71.662038,,3.3,RI,ISO New England Inc.
Nautilus Lindstrom Solar CSG,45.336131,-92.813972,,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Nautilus Saint Cloud Solar CSG,45.495562,-94.118924,,4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Nautilus Winsted Solar CSG,44.948882,-94.085661,,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Navajo Solar Power Generation Station 1 LLC,34.551111,-117.191111,0.30175,1.5,CA,California Independent System Operator
Naval Air Weapons Station China Lake,35.68771,-117.68137,0.27588,11.1,CA,California Independent System Operator
NC 102 Project LLC,35.2925,-80.4975,0.02565,74.8,NC,Duke Energy Carolinas
Nebraska Valley Solar Farm,44.46234,-72.770856,0.14852,1,VT,ISO New England Inc.
NEDC Solar Site,42.105237,-71.702979,0.11347,1,MA,ISO New England Inc.
Neenach Solar Center,34.812791,-118.60117,,1.5,CA,California Independent System Operator
Neisler Street Solar,35.289757,-81.568878,0.21159,2,NC,Duke Energy Carolinas
Nellis Air Force Base Solar Array,36.260278,-115.0544,0.21942,14,NV,Nevada Power Company
Nellis Solar PV II,36.206672,-115.047703,0.30936,15,NV,Nevada Power Company
NES Rutgers Solar,40.070879,-74.161153,0.13824,1,NJ,"PJM Interconnection, LLC"
Nesvold Watertown Solar,44.937098,-93.828672,0.17215,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Neuse River Solar Farm,35.714444,-78.498889,0.15214,1.1,NC,Duke Energy Carolinas
New Auburn DPC Solar,45.21,-91.4353,0.2084,2.5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
New Bedford (MA) Plymouth,41.925352,-70.649029,0.17893,4.3,MA,ISO New England Inc.
New Bern Farm,35.209564,-77.056725,0.17934,5,NC,Duke Energy Progress East
New Castle Solar RES,39.854126,-85.403423,0.17673,1.1,IN,"Midcontinent Independent Transmission System Operator, Inc.."
New Germany Community Solar Garden,44.905428,-94.000847,0.17329,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
New Haven Solar RES,38.1941,-86.9889,0.17746,1.1,IN,"Midcontinent Independent Transmission System Operator, Inc.."
New Lisbon Solar,43.883,-90.136,,2.5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
New Mexico Community Solar Facility,32.251203,-106.735629,,2,NM,El Paso Electric Company
New Orleans Solar Power Plant,30.05,-90.03,0.1083,1.6,LA,"Midcontinent Independent Transmission System Operator, Inc.."
"New Road Solar, LLC",40.403238,-74.567786,0.08315,10,NJ,"PJM Interconnection, LLC"
Newberry Solar 1 LLC,34.853581,-116.683108,0.22633,1.5,CA,California Independent System Operator
Newfield Community Solar LLC,42.39131,-76.564236,,6,NY,New York Independent System Operator
Newman Solar,31.978333,-106.4275,0.28621,10.5,TX,El Paso Electric Company
Newton Grove,35.251628,-78.367439,0.19509,1.9,NC,Duke Energy Progress East
Nexamp Peak CSG,42.562091,-73.287065,0.1097,2,MA,ISO New England Inc.
Next Generation Solar Farm,44.084824,-73.226647,0.09174,2.2,VT,ISO New England Inc.
NextEra Westside PV,36.381775,-120.134486,0.30683,20,CA,California Independent System Operator
Nextsun Energy Littleton,42.551461,-71.510175,,5,MA,ISO New England Inc.
NFM Solar Power LLC,42.610833,-72.474167,0.09859,1.9,MA,ISO New England Inc.
NHA at Mansfield NJ,40.76,-74.935,0.15429,5,NJ,"PJM Interconnection, LLC"
Nick Solar,35.991111,-79.548056,0.19388,5,NC,Duke Energy Progress East
Nickel 1 Solar Facility,35.647295,-119.716512,0.21804,1.5,CA,California Independent System Operator
"Nickelson Solar, LLC",34.747103,-77.987375,0.00411,5.3,NC,Duke Energy Progress East
Nicolis Solar PV Plant,35.835833,-119.056111,0.28473,20,CA,California Independent System Operator
NIST Solar,39.127,-77.216,0,4,MD,"PJM Interconnection, LLC"
Nitro Solar,35.486944,-78.313889,0.18189,5,NC,Duke Energy Progress East
"Nixa Solar, LLC",37.043903,-93.338969,0.21727,7.9,MO,Southwest Power Pool
NJ Oak Solar Plant,39.380565,-75.188312,0.1574,10,NJ,"PJM Interconnection, LLC"
NJMC Landfill,40.750833,-74.11,0.16311,2.5,NJ,"PJM Interconnection, LLC"
Nordhoff Place,34.236667,-118.565833,0.12091,1.2,CA,Los Angeles Department of Water and Power
North 301 Solar,36.213,-77.624,,26.9,NC,"PJM Interconnection, LLC"
North Adams Landfill,42.669072,-73.092041,0.15831,2.2,MA,ISO New England Inc.
North Bay Solar 1,38.300556,-121.966389,0.22865,1,CA,California Independent System Operator
North Bergen Solar,40.818,-74.017,0.1723,1.6,NJ,"PJM Interconnection, LLC"
North Brookfield,42.278056,-72.053056,0.15936,3,MA,ISO New England Inc.
North Carolina Solar Bethea I,34.704722,-79.525833,0.34737,1,NC,Duke Energy Progress East
North Carolina Solar III LLC,34.766667,-79.559722,0.20245,4.9,NC,Duke Energy Carolinas
North County,40.763056,-73.323611,0.11895,1,NY,New York Independent System Operator
North Gainesville Solar,33.656072,-97.148569,0.20295,5.2,TX,"Electric Reliability Council of Texas, Inc."
North Jersey Media Group Solar Facility,40.924167,-74.494722,0.14924,4.1,NJ,"PJM Interconnection, LLC"
North Lancaster Ranch,34.719538,-118.31301,0.22008,20,CA,California Independent System Operator
"North Nash Farm, LLC",36.070336,-78.038319,0.21639,5,NC,Duke Energy Progress East
North Palm Springs 1A,33.924167,-116.593333,0.13096,2.5,CA,California Independent System Operator
North Palm Springs 4A,33.909722,-116.5625,0.11758,4,CA,California Independent System Operator
North Rosamond Solar LLC,34.862,-118.38,,151,CA,California Independent System Operator
North Run,40.069601,-74.584842,0.1655,5,NJ,"PJM Interconnection, LLC"
North Smithfield Solar Power 1,41.9759,-71.586,0,2,RI,ISO New England Inc.
North Star Solar,36.73,-120.41,0.28424,62.5,CA,California Independent System Operator
North Star Solar Project,45.47,-92.91,0.22518,100,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Northampton Landfill Solar PV,42.293717,-72.714011,0.16429,2.4,MA,ISO New England Inc.
Northbridge Solar,42.166389,-71.645556,0.18998,1.9,MA,ISO New England Inc.
Northern Cardinal Solar,36.433289,-77.719745,0.07568,2,NC,"PJM Interconnection, LLC"
Northern Preserve Solar,30.2473,-82.226907,,74.5,FL,Florida Power & Light Company
Northfield Community Solar,44.475433,-93.198308,0.18979,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Northfield Holdco CSG,44.457874,-93.124648,0.18032,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Northfield Solar CSG,44.417131,-93.153061,,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
NorthPark Solar,40.257726,-74.441969,,10.6,NJ,"PJM Interconnection, LLC"
Norton Landfill Solar,41.959582,-71.150524,0.17831,1.5,MA,ISO New England Inc.
Norton Solar Farm,31.534768,-100.113803,,125,TX,"Electric Reliability Council of Texas, Inc."
"NorWest Energy 2, LLC",44.06803,-121.22838,0.24975,9.9,OR,PacifiCorp - West
"NorWest Energy 4, LLC",42.695,-121.614,0.00045,5.6,OR,PacifiCorp - West
NorWest Energy 9 LLC,45.917,-119.343,0.0273,8,OR,PacifiCorp - West
Novel - OYA of Mapleton,43.93,-93.96,0.03914,3.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Novel Martin Solar One LLC (McLeod),44.90295,-94.02864,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Novel OYA of Osakis,45.85,-95.15,0.00692,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Novel Solar One CSG LLC,45.524659,-94.283419,,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Novel Solar Two LLC,45.529261,-94.29651,,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
NRG DG Crystal Spring CSG,41.679836,-70.495276,0.4941,4.2,MA,ISO New England Inc.
NRG DG Dighton LLC CSG,41.801491,-71.144835,0.17116,3.1,MA,ISO New England Inc.
NRG DG Foxborough Elm CSG,42.056053,-71.141312,0.17631,2,MA,ISO New England Inc.
NRG DG Haverhill CSG,42.817023,-71.116786,0.38663,4.2,MA,ISO New England Inc.
NRG DG Tufts Knoll LLC CSG,42.24325,-71.672328,0.15371,2,MA,ISO New England Inc.
NRG DG Tufts Science LLC CSG,42.237583,-71.686069,0.1371,1,MA,ISO New England Inc.
NRG DG Webster LLC CSG,42.41389,-71.513556,0.64489,1.3,MA,ISO New England Inc.
NRG Renew Canal 1 CSG LLC,41.766987,-70.521172,0.16847,1.2,MA,ISO New England Inc.
NRG Solar Blythe LLC,33.5917,-114.7444,0.22989,21,CA,California Independent System Operator
NRG Solar Borrego I,33.298889,-116.35083,0.30081,26,CA,California Independent System Operator
"NRG Solar Las Vegas MB 2, LLC",36.087426,-115.175381,0.14696,1.9,NV,Nevada Power Company
NRG Solar Las Vegas MB-1,36.088611,-115.177778,0.21205,5,NV,Nevada Power Company
"NRG Solar Mule, LLC",44.557725,-69.671364,0.47747,1.5,ME,ISO New England Inc.
NRG Solar Oasis LLC,34.648889,-118.076667,0.32602,20,CA,California Independent System Operator
Nunn,34.509167,-117.154444,0.3008,1,CA,California Independent System Operator
Nunnepog,41.358889,-70.505,0.1613,1,MA,ISO New England Inc.
NVSS-II,36.275051,-115.972329,,15,NV,Nevada Power Company
Oak Hill Solar Array,37.99,-87.53,0.00885,2,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Oak Leaf Solar XXI (CSG),39.638,-104.604,0,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXII LLC (CSG),39.904373,-104.6848,,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXIII LLC (CSG),39.80165,-104.62146,,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXIV LLC (CSG),39.637,-104.561,,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXV LLC (CSG),39.637,-104.529,0,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXVI LLC,39.899,-104.659,,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXVII LLC,40.44,-104.64,0,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXVIII LLC (CSG),40.237,-104.779,,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXX LLC (CSG),37.453381,-105.878021,0,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXXI LLC (CSG),39.145,-108.32,0,1.5,CO,Public Service Company of Colorado
Oak Leaf Solar XXXII (CSG),39.523,-107.815,,1.5,CO,Public Service Company of Colorado
Oakboro Farm,34.795833,-79.538333,0.19114,5,NC,Duke Energy Carolinas
Oakley Solar Project,38.001667,-121.747778,0.17291,1.5,CA,California Independent System Operator
Oberlin Spear Point Solar One,41.302761,-82.227047,0.15257,2,OH,"PJM Interconnection, LLC"
Oberon IA,31.703258,-102.701206,,150,TX,"Electric Reliability Council of Texas, Inc."
Oberon IB,31.692358,-102.69743,,30,TX,"Electric Reliability Council of Texas, Inc."
Occidental College Solar Project,34.1283,-118.206903,0.20925,1,CA,Los Angeles Department of Water and Power
Oceana Solar,36.789753,-76.051419,0.17788,17.6,VA,"PJM Interconnection, LLC"
"OCI Alamo 2, LLC",29.469444,-98.331944,0.18698,4.4,TX,"Electric Reliability Council of Texas, Inc."
OCI Alamo 3 LLC,29.479167,-98.297222,0.21922,5.5,TX,"Electric Reliability Council of Texas, Inc."
"OCI Alamo 4, LLC",29.328889,-100.383889,0.18677,39.6,TX,"Electric Reliability Council of Texas, Inc."
OCI Alamo 5 LLC,29.216667,-99.716111,0.22462,100,TX,"Electric Reliability Council of Texas, Inc."
OCI Alamo 7 LLC,33.04,-99.5525,0.32445,100,TX,"Electric Reliability Council of Texas, Inc."
OCI Alamo Solar I,29.271667,-98.444722,0.17295,41.7,TX,"Electric Reliability Council of Texas, Inc."
Odyssey Solar,33.79,-81.266,0.25691,8.2,SC,South Carolina Electric & Gas Company
O'Fallon Renewable Energy Center,38.826648,-90.678124,0.15596,4.5,MO,"Midcontinent Independent Transmission System Operator, Inc.."
Ohio Northern University Solar Site,40.759622,-83.8391,0.16111,3,OH,"PJM Interconnection, LLC"
Oil Dri 2 Solar,30.991,-84.066,,1.4,GA,"Southern Company Services, Inc. - Trans"
Okeechobee Solar,27.630392,-80.794784,,74.5,FL,Florida Power & Light Company
Old Bridge Solar Farm,40.444372,-74.243376,0.05352,8.8,NJ,"PJM Interconnection, LLC"
Old Caroleen Solar Farm,35.297715,-81.812045,0.06062,2,NC,Duke Energy Carolinas
Old Catawba PV 1,35.711667,-81.134167,0.18392,3.5,NC,Duke Energy Carolinas
Old Jackson Solar LLC,32.474158,-95.954962,,128,TX,"Electric Reliability Council of Texas, Inc."
Old Midville Solar,32.820676,-81.98176,0.24504,19.7,GA,"Southern Company Services, Inc. - Trans"
Old Mill Solar,42.203333,-121.046389,0.28591,5,OR,PacifiCorp - West
Old Pageland Monroe Road Solar Farm,34.95233,-80.48191,0.20132,5.3,NC,Duke Energy Carolinas
Old Wardour Solar,42.237578,-72.037453,0.13713,5.5,MA,ISO New England Inc.
Old Wire Farm,34.817836,-79.513928,0.22299,5,NC,Duke Energy Progress East
OlivePV,41.7,-86.49,0.18418,5,IN,"PJM Interconnection, LLC"
Oltmans SCE at Champagne,34.043889,-117.531111,0.21541,1,CA,California Independent System Operator
Oltmans SCE at Jurupa,34.05,-117.596111,0.23272,1.5,CA,California Independent System Operator
One Ten Partners PV,34.615622,-117.936594,0.34989,2,CA,California Independent System Operator
Oneida - South,43.166353,-75.386866,0.16318,1.9,NY,New York Independent System Operator
Oneida - West,43.169617,-75.404866,0.16324,1.9,NY,New York Independent System Operator
Oneida County- DPW,43.150761,-75.371258,0.10358,1.5,NY,ISO New England Inc.
Onondaga County - Metro Water Board,43.183782,-76.224075,0.10514,1,NY,New York Independent System Operator
Onondaga County - Oak Orchard WWTP,43.172719,-76.130123,0.03727,2,NY,New York Independent System Operator
Onondaga County- Clearwater,43.429317,-76.515717,0.15782,2,NY,ISO New England Inc.
Onondaga County- Jamesville,42.986644,-76.064219,0.09566,2,NY,New York Independent System Operator
Onset East Community Solar Facility,41.757027,-70.653675,0.19886,1,MA,ISO New England Inc.
Onset West Community Solar Facility,41.757027,-70.653675,0.19566,1,MA,ISO New England Inc.
Onslow Energy,34.799167,-77.543056,,1.5,NC,Duke Energy Carolinas
Ontario Solar Center,44.112841,-117.028093,,3,OR,Idaho Power Company
Onyx - Allen Harim,38.717509,-75.288789,0.18921,1.2,DE,"PJM Interconnection, LLC"
Onyx - Brockton Thatcher Landfill Solar CSG,42.066369,-70.983446,0.16389,3.7,MA,ISO New England Inc.
Onyx - Lamphear Road CSG,43.18413,-75.476724,0.15702,2,NY,New York Independent System Operator
Onyx - Pembroke Landfill Solar,42.049906,-70.802417,0.16457,2.4,MA,ISO New England Inc.
Onyx - Saratoga Springs Landfill Solar CSG,43.096874,-73.744855,0.15365,2,NY,New York Independent System Operator
"Open Range Solar Center, LLC",43.796766,-117.065311,0.25826,10,OR,Idaho Power Company
Open View Solar Farm,44.139444,-73.203889,0.1665,2,VT,ISO New England Inc.
"OR Solar 2, LLC",42.542084,-122.781338,,10,OR,PacifiCorp - West
"OR Solar 3, LLC",42.022336,-121.418873,0.25274,10,OR,PacifiCorp - West
"OR Solar 5, LLC",42.030332,-121.611565,0.26386,8,OR,PacifiCorp - West
"OR Solar 6, LLC",42.208988,-120.367807,0.27345,10,OR,PacifiCorp - West
"OR Solar 8, LLC",42.238888,-121.585833,0.25266,10,OR,PacifiCorp - West
Orange Blossom Solar Center,27.59686,-80.57071,,74.5,FL,Florida Power & Light Company
Orange County Solar Farm (NY),41.404879,-74.359495,0.1296,1.5,NY,ISO New England Inc.
Orange PV,42.585,-72.293889,0.14874,2,MA,ISO New England Inc.
Orchard Ranch Solar,43.467,-116.285,0.27248,20,ID,Idaho Power Company
Ord Mountain Solar,34.558411,-116.935434,,60,CA,California Independent System Operator
Oregon Convention Center,45.528457,-122.66317,0.15868,1.4,OR,PacifiCorp - West
Oregon University System OIT Klamath Fal,42.254167,-121.785,0.179,2,OR,PacifiCorp - West
Oregon University System Rabbit Field,44.573484,-123.31695,0.11853,1.2,OR,PacifiCorp - West
